question_id,setting,question,prompt
HQ0013,no_rag,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,"Answer the question using your general knowledge.

Question:
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?

Answer:"
HQ0013,basic_rag,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,"Answer the question using the provided source context.

Source context:
[S000546] (HQ0013; Arnold Schwarzenegger filmography)  In addition to films and television, he has appeared in music videos for AC/DC, Bon Jovi, and Guns N' Roses. [S000549] (HQ0013; Guns N' Roses discography)  Guns N' Roses signed a deal with Geffen Records in 1986, after the independently released EP ""Live ?! [S000547] (HQ0013; Guns N' Roses discography) Guns N' Roses is an American hard rock band formed in Los Angeles, California in 1985 by members of Hollywood Rose and L.A. Guns. [S000551] (HQ0013; Guns N' Roses discography)  Its debut studio album ""Appetite for Destruction"" was released in 1987, reached the top of the ""Billboard"" 200 and sold 18 million units in the United States and approximately 33 million units worldwide. [S000560] (HQ0013; Steven Adler)  Adler was fired from Guns N' Roses over his heroin addiction in 1990, following which he reformed his old band Road Crew and briefly joined BulletBoys, which both proved unsuccessful. [S000582] (HQ0013; Oh My God (Guns N' Roses song))  The song was sent out to radio stations in November 1999 as a promo for the soundtrack and the band. [S000564] (HQ0013; Steven Adler)  He was inducted into the Rock and Roll Hall of Fame in 2012 as a member of Guns N' Roses. [S000559] (HQ0013; Steven Adler)  He is best known as the former drummer and co-songwriter of the hard rock band Guns N' Roses, with whom he achieved worldwide success in the late 1980s.

Question:
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?

Answer:"
HQ0013,strict_citation_rag,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000546] (HQ0013; Arnold Schwarzenegger filmography)  In addition to films and television, he has appeared in music videos for AC/DC, Bon Jovi, and Guns N' Roses. [S000549] (HQ0013; Guns N' Roses discography)  Guns N' Roses signed a deal with Geffen Records in 1986, after the independently released EP ""Live ?! [S000547] (HQ0013; Guns N' Roses discography) Guns N' Roses is an American hard rock band formed in Los Angeles, California in 1985 by members of Hollywood Rose and L.A. Guns. [S000551] (HQ0013; Guns N' Roses discography)  Its debut studio album ""Appetite for Destruction"" was released in 1987, reached the top of the ""Billboard"" 200 and sold 18 million units in the United States and approximately 33 million units worldwide. [S000560] (HQ0013; Steven Adler)  Adler was fired from Guns N' Roses over his heroin addiction in 1990, following which he reformed his old band Road Crew and briefly joined BulletBoys, which both proved unsuccessful. [S000582] (HQ0013; Oh My God (Guns N' Roses song))  The song was sent out to radio stations in November 1999 as a promo for the soundtrack and the band. [S000564] (HQ0013; Steven Adler)  He was inducted into the Rock and Roll Hall of Fame in 2012 as a member of Guns N' Roses. [S000559] (HQ0013; Steven Adler)  He is best known as the former drummer and co-songwriter of the hard rock band Guns N' Roses, with whom he achieved worldwide success in the late 1980s.

Question:
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?

Answer:"
HQ0014,no_rag,Are Random House Tower and 888 7th Avenue both used for real estate?,"Answer the question using your general knowledge.

Question:
Are Random House Tower and 888 7th Avenue both used for real estate?

Answer:"
HQ0014,basic_rag,Are Random House Tower and 888 7th Avenue both used for real estate?,"Answer the question using the provided source context.

Source context:
[S000604] (HQ0014; Random House Tower) The Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex. [S000605] (HQ0014; Random House Tower)  The book publisher entrance is on Broadway and goes up to 27 floors, while the apartment complex entrance is on West 56th Street. [S000601] (HQ0014; 888 7th Avenue)  It currently carries the Vornado Realty Trust corporate headquarters. [S000599] (HQ0014; 888 7th Avenue) 888 7th Avenue is a 628 ft (191m) tall modern-style office skyscraper in Midtown Manhattan which was completed in 1969 and has 46 floors. [S000602] (HQ0014; 888 7th Avenue)  Previously known as the Arlen Building, its namesake being the company responsible for its construction, Arlen Realty & Development Corporation. [S000598] (HQ0014; Villard (imprint))  It was named after a Stanford White brownstone mansion on Madison Avenue that was the home of Random House for twenty years. [S000600] (HQ0014; 888 7th Avenue)  Emery Roth & Sons designed the building, which is tied with Central Park Place for the 65th tallest building in New York City. [S000603] (HQ0014; 888 7th Avenue)  The Red Eye Grill is located in the building at street level.

Question:
Are Random House Tower and 888 7th Avenue both used for real estate?

Answer:"
HQ0014,strict_citation_rag,Are Random House Tower and 888 7th Avenue both used for real estate?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000604] (HQ0014; Random House Tower) The Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex. [S000605] (HQ0014; Random House Tower)  The book publisher entrance is on Broadway and goes up to 27 floors, while the apartment complex entrance is on West 56th Street. [S000601] (HQ0014; 888 7th Avenue)  It currently carries the Vornado Realty Trust corporate headquarters. [S000599] (HQ0014; 888 7th Avenue) 888 7th Avenue is a 628 ft (191m) tall modern-style office skyscraper in Midtown Manhattan which was completed in 1969 and has 46 floors. [S000602] (HQ0014; 888 7th Avenue)  Previously known as the Arlen Building, its namesake being the company responsible for its construction, Arlen Realty & Development Corporation. [S000598] (HQ0014; Villard (imprint))  It was named after a Stanford White brownstone mansion on Madison Avenue that was the home of Random House for twenty years. [S000600] (HQ0014; 888 7th Avenue)  Emery Roth & Sons designed the building, which is tied with Central Park Place for the 65th tallest building in New York City. [S000603] (HQ0014; 888 7th Avenue)  The Red Eye Grill is located in the building at street level.

Question:
Are Random House Tower and 888 7th Avenue both used for real estate?

Answer:"
HQ0015,no_rag,The football manager who recruited David Beckham managed Manchester United during what timeframe?,"Answer the question using your general knowledge.

Question:
The football manager who recruited David Beckham managed Manchester United during what timeframe?

Answer:"
HQ0015,basic_rag,The football manager who recruited David Beckham managed Manchester United during what timeframe?,"Answer the question using the provided source context.

Source context:
[S000666] (HQ0015; 1995–96 Manchester United F.C. season)  Instead, he had drafted in young players like Nicky Butt, David Beckham, Paul Scholes and the Neville brothers, Gary and Phil. [S000660] (HQ0015; David Beckham Academy) The David Beckham Academy was a football school founded by England international David Beckham in 2005. [S000665] (HQ0015; 1995–96 Manchester United F.C. season)  Their triumph was made all the more remarkable by the fact that Alex Ferguson had sold experienced players Paul Ince, Mark Hughes and Andrei Kanchelskis before the start of the season, and not made any major signings. [S000668] (HQ0015; The Class of '92)  The film centres on the rise of six young Manchester United footballers – David Beckham, Nicky Butt, Ryan Giggs, Gary Neville, Phil Neville and Paul Scholes – and details their careers for Manchester United starting in 1992. [S000674] (HQ0015; Matt Busby)  His managerial records and longevity at the helm of Manchester United are surpassed only by Sir Alex Ferguson. [S000672] (HQ0015; Matt Busby) Sir Alexander Matthew Busby, CBE, KCSG (26 May 1909 – 20 January 1994) was a Scottish football player and manager, who managed Manchester United between 1945 and 1969 and again for the second half of the 1970–71 season. [S000670] (HQ0015; David Beckham's Soccer USA)  The show began following David Beckham's move to Los Angeles Galaxy, and Beckham often contributes to the show in the form of Interviews. Each week there was a special guest in the studio, usually a British sports personality, to whom Lovejoy chatted about their career and their views on Major League Soccer. [S000669] (HQ0015; David Beckham's Soccer USA) David Beckham's Soccer USA was a football highlights and general discussion show presented by Tim Lovejoy and produced and broadcast in the United Kingdom by Five.

Question:
The football manager who recruited David Beckham managed Manchester United during what timeframe?

Answer:"
HQ0015,strict_citation_rag,The football manager who recruited David Beckham managed Manchester United during what timeframe?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000666] (HQ0015; 1995–96 Manchester United F.C. season)  Instead, he had drafted in young players like Nicky Butt, David Beckham, Paul Scholes and the Neville brothers, Gary and Phil. [S000660] (HQ0015; David Beckham Academy) The David Beckham Academy was a football school founded by England international David Beckham in 2005. [S000665] (HQ0015; 1995–96 Manchester United F.C. season)  Their triumph was made all the more remarkable by the fact that Alex Ferguson had sold experienced players Paul Ince, Mark Hughes and Andrei Kanchelskis before the start of the season, and not made any major signings. [S000668] (HQ0015; The Class of '92)  The film centres on the rise of six young Manchester United footballers – David Beckham, Nicky Butt, Ryan Giggs, Gary Neville, Phil Neville and Paul Scholes – and details their careers for Manchester United starting in 1992. [S000674] (HQ0015; Matt Busby)  His managerial records and longevity at the helm of Manchester United are surpassed only by Sir Alex Ferguson. [S000672] (HQ0015; Matt Busby) Sir Alexander Matthew Busby, CBE, KCSG (26 May 1909 – 20 January 1994) was a Scottish football player and manager, who managed Manchester United between 1945 and 1969 and again for the second half of the 1970–71 season. [S000670] (HQ0015; David Beckham's Soccer USA)  The show began following David Beckham's move to Los Angeles Galaxy, and Beckham often contributes to the show in the form of Interviews. Each week there was a special guest in the studio, usually a British sports personality, to whom Lovejoy chatted about their career and their views on Major League Soccer. [S000669] (HQ0015; David Beckham's Soccer USA) David Beckham's Soccer USA was a football highlights and general discussion show presented by Tim Lovejoy and produced and broadcast in the United Kingdom by Five.

Question:
The football manager who recruited David Beckham managed Manchester United during what timeframe?

Answer:"
HQ0016,no_rag,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Answer the question using your general knowledge.

Question:
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?

Answer:"
HQ0016,basic_rag,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Answer the question using the provided source context.

Source context:
[S000688] (HQ0016; Brown State Fishing Lake) Brown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States. [S000689] (HQ0016; Brown State Fishing Lake)  The lake is 62 acres (0.25 km²) in area and up to 13 feet (4 m) deep. [S000690] (HQ0016; Brown State Fishing Lake)  The area was formerly known as Brown County State Park, and is 8 miles (13 km) east of Hiawatha, Kansas. [S000695] (HQ0016; Neosho State Fishing Lake)  There are 124 public use acres surrounding the lake. [S000694] (HQ0016; Neosho State Fishing Lake)  The lake covers 92 acre of water. [S000705] (HQ0016; Shawnee State Fishing Lake)  It is a 135 acre surface area lake with a maximum depth of 25 ft . [S000686] (HQ0016; Osage State Fishing Lake)  It has a surface area of 140 acres, The parkland in which the lake is contained has 366 acreas of land, mostly tall grass prairie with numerous wooded areas. [S000724] (HQ0016; Higgins Lake)  The lake's watershed covers 19,000 acres (77 km²).

Question:
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?

Answer:"
HQ0016,strict_citation_rag,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000688] (HQ0016; Brown State Fishing Lake) Brown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States. [S000689] (HQ0016; Brown State Fishing Lake)  The lake is 62 acres (0.25 km²) in area and up to 13 feet (4 m) deep. [S000690] (HQ0016; Brown State Fishing Lake)  The area was formerly known as Brown County State Park, and is 8 miles (13 km) east of Hiawatha, Kansas. [S000695] (HQ0016; Neosho State Fishing Lake)  There are 124 public use acres surrounding the lake. [S000694] (HQ0016; Neosho State Fishing Lake)  The lake covers 92 acre of water. [S000705] (HQ0016; Shawnee State Fishing Lake)  It is a 135 acre surface area lake with a maximum depth of 25 ft . [S000686] (HQ0016; Osage State Fishing Lake)  It has a surface area of 140 acres, The parkland in which the lake is contained has 366 acreas of land, mostly tall grass prairie with numerous wooded areas. [S000724] (HQ0016; Higgins Lake)  The lake's watershed covers 19,000 acres (77 km²).

Question:
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?

Answer:"
HQ0017,no_rag,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,"Answer the question using your general knowledge.

Question:
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?

Answer:"
HQ0017,basic_rag,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,"Answer the question using the provided source context.

Source context:
[S000759] (HQ0017; Vermont Catamounts men's soccer)  The team competes in the America East Conference. [S000758] (HQ0017; Vermont Catamounts men's soccer) The Vermont Catamounts men's soccer team represents the University of Vermont in all NCAA Division I men's college soccer competitions. [S000761] (HQ0017; Vermont Catamounts men's ice hockey)  The Catamounts are a member of Hockey East, joining in 2005 after competing in ECAC Hockey from 1974-2005. [S000763] (HQ0017; Vermont Catamounts men's ice hockey)  Vermont has appeared in the NCAA Men's Hockey Championship five times since making the move to Division I in 1974-75 including trips to the Frozen Four in 1996 and 2009. [S000760] (HQ0017; Vermont Catamounts men's ice hockey) The Vermont Catamounts men's ice hockey team is a National Collegiate Athletic Association (NCAA) Division I college ice hockey program that represents the University of Vermont. [S000778] (HQ0017; 2011–12 Vermont Catamounts men's basketball team)  They were champions of the America East Basketball Tournament and earned the conference's automatic bid into the 2012 NCAA Tournament. [S000755] (HQ0017; 2013–14 Vermont Catamounts men's basketball team)  As a regular season conference champion who failed to win their conference tournament, the received an automatic bid to the National Invitation Tournament where they lost in the first round to Georgia. [S000752] (HQ0017; 2013–14 Vermont Catamounts men's basketball team)  The Catamounts, led by third year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference.

Question:
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?

Answer:"
HQ0017,strict_citation_rag,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000759] (HQ0017; Vermont Catamounts men's soccer)  The team competes in the America East Conference. [S000758] (HQ0017; Vermont Catamounts men's soccer) The Vermont Catamounts men's soccer team represents the University of Vermont in all NCAA Division I men's college soccer competitions. [S000761] (HQ0017; Vermont Catamounts men's ice hockey)  The Catamounts are a member of Hockey East, joining in 2005 after competing in ECAC Hockey from 1974-2005. [S000763] (HQ0017; Vermont Catamounts men's ice hockey)  Vermont has appeared in the NCAA Men's Hockey Championship five times since making the move to Division I in 1974-75 including trips to the Frozen Four in 1996 and 2009. [S000760] (HQ0017; Vermont Catamounts men's ice hockey) The Vermont Catamounts men's ice hockey team is a National Collegiate Athletic Association (NCAA) Division I college ice hockey program that represents the University of Vermont. [S000778] (HQ0017; 2011–12 Vermont Catamounts men's basketball team)  They were champions of the America East Basketball Tournament and earned the conference's automatic bid into the 2012 NCAA Tournament. [S000755] (HQ0017; 2013–14 Vermont Catamounts men's basketball team)  As a regular season conference champion who failed to win their conference tournament, the received an automatic bid to the National Invitation Tournament where they lost in the first round to Georgia. [S000752] (HQ0017; 2013–14 Vermont Catamounts men's basketball team)  The Catamounts, led by third year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference.

Question:
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?

Answer:"
HQ0018,no_rag,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,"Answer the question using your general knowledge.

Question:
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?

Answer:"
HQ0018,basic_rag,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,"Answer the question using the provided source context.

Source context:
[S000801] (HQ0018; Ambroise Thomas) Charles Louis Ambroise Thomas (5 August 1811 – 12 February 1896) was a French composer, best known for his operas ""Mignon"" (1866) and ""Hamlet"" (1868, after Shakespeare) and as Director of the Conservatoire de Paris from 1871 till his death. [S000797] (HQ0018; Giuseppe Verdi) Giuseppe Fortunino Francesco Verdi (] ; 9 or 10 October 1813 – 27 January 1901) was an Italian opera composer. [S000806] (HQ0018; Ferdinando Provesi)  He was regarded as one of the greatest Italian opera composers of the era . [S000791] (HQ0018; Giuseppe Verdi (film))  The casting of Giachetti as Verdi was intended to emphasise the composer's patriotism, as he had recently played patriotic roles in films such as ""The White Squadron"". [S000803] (HQ0018; Armand Castelmary)  He created roles in three major premieres at the Paris Opera – Don Diego in ""L'Africaine"" by Meyerbeer (1865), the Monk in Verdi's ""Don Carlos"" (1867), and Horatio in Ambroise Thomas's ""Hamlet"" (1868). [S000812] (HQ0018; List of major opera composers)  The composers run from Jacopo Peri, who wrote the first ever opera in late 16th century Italy, to John Adams, one of the leading figures in the contemporary operatic world. [S000790] (HQ0018; Giuseppe Verdi (film))  The film portrays the life of the composer Giuseppe Verdi (1813-1901). [S000809] (HQ0018; Ferdinando Provesi)  He began teaching Verdi in 1824 when the future composer was 11 years old.

Question:
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?

Answer:"
HQ0018,strict_citation_rag,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000801] (HQ0018; Ambroise Thomas) Charles Louis Ambroise Thomas (5 August 1811 – 12 February 1896) was a French composer, best known for his operas ""Mignon"" (1866) and ""Hamlet"" (1868, after Shakespeare) and as Director of the Conservatoire de Paris from 1871 till his death. [S000797] (HQ0018; Giuseppe Verdi) Giuseppe Fortunino Francesco Verdi (] ; 9 or 10 October 1813 – 27 January 1901) was an Italian opera composer. [S000806] (HQ0018; Ferdinando Provesi)  He was regarded as one of the greatest Italian opera composers of the era . [S000791] (HQ0018; Giuseppe Verdi (film))  The casting of Giachetti as Verdi was intended to emphasise the composer's patriotism, as he had recently played patriotic roles in films such as ""The White Squadron"". [S000803] (HQ0018; Armand Castelmary)  He created roles in three major premieres at the Paris Opera – Don Diego in ""L'Africaine"" by Meyerbeer (1865), the Monk in Verdi's ""Don Carlos"" (1867), and Horatio in Ambroise Thomas's ""Hamlet"" (1868). [S000812] (HQ0018; List of major opera composers)  The composers run from Jacopo Peri, who wrote the first ever opera in late 16th century Italy, to John Adams, one of the leading figures in the contemporary operatic world. [S000790] (HQ0018; Giuseppe Verdi (film))  The film portrays the life of the composer Giuseppe Verdi (1813-1901). [S000809] (HQ0018; Ferdinando Provesi)  He began teaching Verdi in 1824 when the future composer was 11 years old.

Question:
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?

Answer:"
HQ0019,no_rag,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,"Answer the question using your general knowledge.

Question:
Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?

Answer:"
HQ0019,basic_rag,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,"Answer the question using the provided source context.

Source context:
[S000858] (HQ0019; Roger O. Egeberg)  His other roles included Assistant Secretary for Health and Scientific Affairs in the Department of Health, Education, and Welfare (now the United States Department of Health and Human Services) during the Nixon administration and Dean of the University of Southern California's medical school. [S000856] (HQ0019; Roger O. Egeberg) Roger Olaf Egeberg, M.D. (13 November 1902 – 13 September 1997 Washington, D.C.) was an American medical educator, administrator and advocate of public health. [S000834] (HQ0019; Steven K. Galson)  He served concurrently as acting Assistant Secretary for Health from January 22, 2009 to June 25, 2009, and as the Deputy Director and Director of the Center for Drug Evaluation and Research (CDER) at the Food and Drug Administration from 2001 to 2007. [S000843] (HQ0019; Robert Hormats)  He served as Senior Deputy Assistant Secretary, from 1977 to 1979, and Assistant Secretary of State, from 1981 to 1982, at the Bureau of Economic and Business Affairs (formerly Bureau of Economic, Energy, and Business Affairs). [S000841] (HQ0019; Robert Hormats)  Immediately prior he served as Under Secretary of State for Economic Growth, Energy, and the Environment (at the time, entitled Under Secretary of State for Economic, Business, and Agricultural Affairs) from 2009 to 2013. [S000857] (HQ0019; Roger O. Egeberg)  He was General Douglas MacArthur's personal physician during World War II in the Pacific theater. [S000835] (HQ0019; Steven K. Galson)  As the Acting Surgeon General, he was the commander of the United States Public Health Service Commissioned Corps and, while serving as the Assistant Secretary for Health, was the operational head of the Public Health Service. [S000833] (HQ0019; Steven K. Galson)  He is a retired rear admiral in the United States Public Health Service Commissioned Corps and public health administrator who served as the acting Surgeon General of the United States from October 1, 2007 – October 1, 2009.

Question:
Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?

Answer:"
HQ0019,strict_citation_rag,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,"You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000858] (HQ0019; Roger O. Egeberg)  His other roles included Assistant Secretary for Health and Scientific Affairs in the Department of Health, Education, and Welfare (now the United States Department of Health and Human Services) during the Nixon administration and Dean of the University of Southern California's medical school. [S000856] (HQ0019; Roger O. Egeberg) Roger Olaf Egeberg, M.D. (13 November 1902 – 13 September 1997 Washington, D.C.) was an American medical educator, administrator and advocate of public health. [S000834] (HQ0019; Steven K. Galson)  He served concurrently as acting Assistant Secretary for Health from January 22, 2009 to June 25, 2009, and as the Deputy Director and Director of the Center for Drug Evaluation and Research (CDER) at the Food and Drug Administration from 2001 to 2007. [S000843] (HQ0019; Robert Hormats)  He served as Senior Deputy Assistant Secretary, from 1977 to 1979, and Assistant Secretary of State, from 1981 to 1982, at the Bureau of Economic and Business Affairs (formerly Bureau of Economic, Energy, and Business Affairs). [S000841] (HQ0019; Robert Hormats)  Immediately prior he served as Under Secretary of State for Economic Growth, Energy, and the Environment (at the time, entitled Under Secretary of State for Economic, Business, and Agricultural Affairs) from 2009 to 2013. [S000857] (HQ0019; Roger O. Egeberg)  He was General Douglas MacArthur's personal physician during World War II in the Pacific theater. [S000835] (HQ0019; Steven K. Galson)  As the Acting Surgeon General, he was the commander of the United States Public Health Service Commissioned Corps and, while serving as the Assistant Secretary for Health, was the operational head of the Public Health Service. [S000833] (HQ0019; Steven K. Galson)  He is a retired rear admiral in the United States Public Health Service Commissioned Corps and public health administrator who served as the acting Surgeon General of the United States from October 1, 2007 – October 1, 2009.

Question:
Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?

Answer:"
HQ0020,no_rag,"Which writer was from England, Henry Roth or Robert Erskine Childers?","Answer the question using your general knowledge.

Question:
Which writer was from England, Henry Roth or Robert Erskine Childers?

Answer:"
HQ0020,basic_rag,"Which writer was from England, Henry Roth or Robert Erskine Childers?","Answer the question using the provided source context.

Source context:
[S000882] (HQ0020; Robert Erskine Childers) Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fenian revolutionary who smuggled guns to Ireland in his sailing yacht ""Asgard"". [S000868] (HQ0020; Henry Roth) Henry Roth (February 8, 1906 – October 13, 1995) was an American novelist and short story writer. [S000884] (HQ0020; Robert Erskine Childers)  He was the son of British Orientalist scholar Robert Caesar Childers; the cousin of Hugh Childers and Robert Barton; and the father of the fourth President of Ireland, Erskine Hamilton Childers. [S000890] (HQ0020; Erskine Barton Childers) Erskine Barton Childers (11 March 1929 – 25 August 1996) was an Irish writer, BBC correspondent and United Nations senior civil servant. [S000881] (HQ0020; Robert Caesar Childers)  He was the father of Irish nationalist Robert Erskine Childers and grandfather to the fourth President of Ireland, Erskine Hamilton Childers. [S000891] (HQ0020; Erskine Barton Childers)  He was the eldest son of Erskine Hamilton Childers (Ireland's fourth President) and Ruth Ellen Dow Childers. [S000897] (HQ0020; Robert Barton)  His double first cousin and close friend was Robert Erskine Childers. [S000892] (HQ0020; Erskine Barton Childers)  His grandparents Mary Alden Childers and Robert Erskine Childers and the latter's double first cousin Robert Barton were all Irish nationalists involved heavily with the negotiation of Irish independence; which ultimately led to his grandfather's execution during the Irish Civil War.

Question:
Which writer was from England, Henry Roth or Robert Erskine Childers?

Answer:"
HQ0020,strict_citation_rag,"Which writer was from England, Henry Roth or Robert Erskine Childers?","You are answering questions using only the provided source context.

Rules:
1. Use only information from the source context.
2. Cite the sentence ID that supports your answer, such as [S000001].
3. If the source does not contain the answer, say: ""The document does not provide enough information.""
4. Do not guess.
5. Do not use outside knowledge.

Source context:
[S000882] (HQ0020; Robert Erskine Childers) Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fenian revolutionary who smuggled guns to Ireland in his sailing yacht ""Asgard"". [S000868] (HQ0020; Henry Roth) Henry Roth (February 8, 1906 – October 13, 1995) was an American novelist and short story writer. [S000884] (HQ0020; Robert Erskine Childers)  He was the son of British Orientalist scholar Robert Caesar Childers; the cousin of Hugh Childers and Robert Barton; and the father of the fourth President of Ireland, Erskine Hamilton Childers. [S000890] (HQ0020; Erskine Barton Childers) Erskine Barton Childers (11 March 1929 – 25 August 1996) was an Irish writer, BBC correspondent and United Nations senior civil servant. [S000881] (HQ0020; Robert Caesar Childers)  He was the father of Irish nationalist Robert Erskine Childers and grandfather to the fourth President of Ireland, Erskine Hamilton Childers. [S000891] (HQ0020; Erskine Barton Childers)  He was the eldest son of Erskine Hamilton Childers (Ireland's fourth President) and Ruth Ellen Dow Childers. [S000897] (HQ0020; Robert Barton)  His double first cousin and close friend was Robert Erskine Childers. [S000892] (HQ0020; Erskine Barton Childers)  His grandparents Mary Alden Childers and Robert Erskine Childers and the latter's double first cousin Robert Barton were all Irish nationalists involved heavily with the negotiation of Irish independence; which ultimately led to his grandfather's execution during the Irish Civil War.

Question:
Which writer was from England, Henry Roth or Robert Erskine Childers?

Answer:"
HQ0021,no_rag,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,"Answer the question using your general knowledge.

Question:
Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?

Answer:"
